path,size
QF_LIA/pb2010/normalized-j12032_8-unsat.smt2,9135254
QF_LIA/pb2010/normalized-j12021_4-sat.smt2,9003809
QF_LIA/pb2010/normalized-j12047_10-unsat.smt2,8798530
QF_LIA/20210219-Dartagnan/ConcurrencySafety-Main/44_Solaris_space_map_sliced-O0.smt2,8757798
QF_LIA/pb2010/normalized-j12038_8-unsat.smt2,8646498
QF_LIA/20210219-Dartagnan/ReachSafety-Loops/jm2006.c.i.v+cfa-reducer-O0.smt2,8595833
QF_LIA/2019-cmodelsdiff/wireRouting/wire.12.x.12.b.5.a.20_unsat.data.smt2,8543654
QF_LIA/2019-cmodelsdiff/wireRouting/wire.12.x.12.b.5.a.15_unsat.data.smt2,8508951
QF_LIA/20210219-Dartagnan/ReachSafety-Loops/benchmark10_conjunctive-O0.smt2,7951636
QF_LIA/2019-cmodelsdiff/stillLive/0009-still_live-14-1.smt2,7832650
QF_LIA/20210219-Dartagnan/ReachSafety-Loops/nested_delay_notd2-O0.smt2,7769492
QF_LIA/pb2010/normalized-j1201_5-sat.smt2,7246051
QF_LIA/pb2010/normalized-j12022_9-sat.smt2,7225296
QF_LIA/pb2010/normalized-j12045_10-sat.smt2,6727315
QF_LIA/pb2010/normalized-j12034_4-sat.smt2,6659174
QF_LIA/20231117-c_inference/100_100_47_17_sat.smt2,6209057
QF_LIA/20210219-Dartagnan/ConcurrencySafety-Main/stack-1-O0.smt2,6103284
QF_LIA/pb2010/normalized-j1209_4-sat.smt2,5757520
QF_LIA/pb2010/normalized-j1203_2-sat.smt2,5652762
QF_LIA/pb2010/normalized-j9042_5-sat.smt2,5650097
QF_LIA/20210219-Dartagnan/ReachSafety-Loops/apache-get-tag-O0.smt2,5397514
QF_LIA/20231117-c_inference/80_80_38_19_unsat.smt2,5306923
QF_LIA/20210219-Dartagnan/ReachSafety-Loops/benchmark33_linear-O0.smt2,5280244
QF_LIA/20210219-Dartagnan/ReachSafety-Loops/benchmark35_linear-O0.smt2,5280200
QF_LIA/pb2010/normalized-j9035_5-sat.smt2,5208099
QF_LIA/pb2010/normalized-j9027_5-sat.smt2,5189404
QF_LIA/2019-cmodelsdiff/stillLive/0007-still_live-12-1.smt2,5181886
QF_LIA/20220307-SMPT/SharedMemory-PT-000100/RF-03.smt2,5162335
QF_LIA/20210219-Dartagnan/ReachSafety-Loops/linear-inequality-inv-b-O0.smt2,4978298
QF_LIA/miplib2003/sp97ar.sat.smt2,4954166
QF_LIA/pb2010/normalized-j9043_2-sat.smt2,4876836
QF_LIA/pb2010/normalized-j6041_4-sat.smt2,4782877
QF_LIA/20210219-Dartagnan/ReachSafety-Loops/string_concat-noarr-O0.smt2,4639334
QF_LIA/2019-cmodelsdiff/mutualExclusion/mutex4.smt2,4598279
QF_LIA/2019-cmodelsdiff/wireRouting/wire.10.x.10.b.5.a.35_sat.data.smt2,4481264
QF_LIA/20220307-SMPT/SharedMemory-PT-000100/RF-06.smt2,4388507
QF_LIA/pb2010/normalized-j12010_10-sat.smt2,4332156
QF_LIA/20210219-Dartagnan/ReachSafety-Loops/linear-inequality-inv-a-O0.smt2,4297295
QF_LIA/pb2010/normalized-j9012_5-sat.smt2,4218264
QF_LIA/20220307-SMPT/SharedMemory-PT-000100/RF-05.smt2,4131702
QF_LIA/pb2010/normalized-j12013_1-unsat.smt2,4125079
QF_LIA/pb2010/normalized-j9010_8-sat.smt2,4113244
QF_LIA/20220307-SMPT/SharedMemory-PT-000100/RF-01.smt2,3896595
QF_LIA/20210219-Dartagnan/ReachSafety-Loops/trex02-1-O0.smt2,3841666
QF_LIA/20220307-SMPT/SharedMemory-PT-000100/RC-06.smt2,3824184
QF_LIA/20210219-Dartagnan/ReachSafety-Loops/cggmp2005_variant-O0.smt2,3774187
QF_LIA/20220307-SMPT/SharedMemory-PT-000100/RF-02.smt2,3650759
QF_LIA/20220307-SMPT/SharedMemory-PT-000100/RF-00.smt2,3649145
QF_LIA/20220307-SMPT/SharedMemory-PT-000100/RC-01.smt2,3648581
QF_LIA/20220307-SMPT/SharedMemory-PT-000100/RC-05.smt2,3648552
QF_LIA/20220307-SMPT/SharedMemory-PT-000100/RF-11.smt2,3647806
QF_LIA/20220307-SMPT/SharedMemory-PT-000100/RC-14.smt2,3647653
QF_LIA/20220307-SMPT/SharedMemory-PT-000100/RF-09.smt2,3647644
QF_LIA/20220307-SMPT/SharedMemory-PT-000100/RC-09.smt2,3647636
QF_LIA/20220307-SMPT/SharedMemory-PT-000100/RC-13.smt2,3647588
QF_LIA/20220307-SMPT/SharedMemory-PT-000100/RC-10.smt2,3647588
QF_LIA/20220307-SMPT/SharedMemory-PT-000100/RC-12.smt2,3647588
QF_LIA/20220307-SMPT/SharedMemory-PT-000100/RC-08.smt2,3647588
QF_LIA/20220307-SMPT/SharedMemory-PT-000100/RF-08.smt2,3647566
QF_LIA/20220307-SMPT/SharedMemory-PT-000100/RF-12.smt2,3647565
QF_LIA/pb2010/normalized-j6013_2-unsat.smt2,3487892
QF_LIA/tropical-matrix/constraint-4033959.smt2,3340647
QF_LIA/20231117-c_inference/80_80_52_9_unsat.smt2,3320948
QF_LIA/tropical-matrix/constraint-3956027.smt2,3276247
QF_LIA/20210219-Dartagnan/ReachSafety-Loops/benchmark32_linear-O0.smt2,3272512
QF_LIA/20231117-c_inference/80_80_52_5_sat.smt2,3160262
QF_LIA/arctic-matrix/constraint-3784100.smt2,3060690
QF_LIA/20231117-c_inference/70_70_96_13_unsat.smt2,3013221
QF_LIA/20210219-Dartagnan/ReachSafety-Loops/nested-1-O0.smt2,2991522
QF_LIA/pb2010/normalized-j6040_1-sat.smt2,2949139
QF_LIA/20231117-c_inference/100_100_36_15_sat.smt2,2939697
QF_LIA/20210219-Dartagnan/ReachSafety-Loops/jm2006-O0.smt2,2876303
QF_LIA/tropical-matrix/constraint-3427750.smt2,2750034
QF_LIA/20231117-c_inference/90_90_47_16_sat.smt2,2710840
QF_LIA/arctic-matrix/constraint-3187060.smt2,2679916
QF_LIA/20231117-c_inference/90_90_47_12_sat.smt2,2616870
QF_LIA/20231117-c_inference/90_90_47_1_sat.smt2,2612214
QF_LIA/pb2010/normalized-j6018_3-sat.smt2,2501862
QF_LIA/pb2010/normalized-j605_1-unsat.smt2,2450055
QF_LIA/pb2010/normalized-j605_7-sat.smt2,2448139
QF_LIA/20220307-SMPT/RwMutex-PT-r2000w0010/RF-14.smt2,2409137
QF_LIA/20220307-SMPT/RwMutex-PT-r2000w0010/RF-09.smt2,2409074
QF_LIA/20220307-SMPT/RwMutex-PT-r2000w0010/RC-03.smt2,2409042
QF_LIA/20220307-SMPT/RwMutex-PT-r2000w0010/RF-12.smt2,2409039
QF_LIA/20220307-SMPT/RwMutex-PT-r2000w0010/RC-00.smt2,2409032
QF_LIA/20220307-SMPT/RwMutex-PT-r2000w0010/RF-15.smt2,2409030
QF_LIA/20220307-SMPT/RwMutex-PT-r2000w0010/RC-13.smt2,2409014
QF_LIA/20220307-SMPT/RwMutex-PT-r2000w0010/RF-10.smt2,2409013
QF_LIA/20220307-SMPT/RwMutex-PT-r2000w0010/RC-05.smt2,2409008
QF_LIA/20220307-SMPT/RwMutex-PT-r2000w0010/RC-14.smt2,2409008
QF_LIA/20220307-SMPT/RwMutex-PT-r2000w0010/RF-00.smt2,2408996
QF_LIA/20220307-SMPT/RwMutex-PT-r2000w0010/RC-02.smt2,2408989
QF_LIA/20220307-SMPT/RwMutex-PT-r2000w0010/RC-11.smt2,2408978
QF_LIA/20220307-SMPT/RwMutex-PT-r2000w0010/RC-07.smt2,2408960
QF_LIA/20220307-SMPT/RwMutex-PT-r2000w0010/RC-04.smt2,2408944
QF_LIA/20220307-SMPT/RwMutex-PT-r2000w0010/RC-06.smt2,2408923
QF_LIA/20220307-SMPT/RwMutex-PT-r2000w0010/RC-10.smt2,2408915
QF_LIA/pb2010/normalized-j6035_10-sat.smt2,2360371
QF_LIA/2019-cmodelsdiff/stillLive/0004-still_live-9-1.smt2,2355548
QF_LIA/20210219-Dartagnan/ConcurrencySafety-Main/stack_longer-2-O0.smt2,2352103
QF_LIA/pb2010/normalized-j9010_6-unsat.smt2,2316812
QF_LIA/20210219-Dartagnan/ReachSafety-Loops/sum01-1-O0.smt2,2297214
QF_LIA/tropical-matrix/constraint-2783581.smt2,2288759
QF_LIA/20231117-c_inference/60_60_46_1_sat.smt2,2247893
QF_LIA/pb2010/normalized-j6048_4-sat.smt2,2239981
QF_LIA/20210219-Dartagnan/ConcurrencySafety-Main/sync01-O0.smt2,2226414
QF_LIA/20231117-c_inference/100_100_78_15_sat.smt2,2203742
QF_LIA/pb2010/normalized-j6022_1-sat.smt2,2137307
QF_LIA/20210219-Dartagnan/ReachSafety-Loops/benchmark43_conjunctive-O0.smt2,2130981
QF_LIA/miplib2003/air05.sat.smt2,2114385
QF_LIA/20220307-SMPT/RwMutex-PT-r0010w2000/RF-01.smt2,2105095
QF_LIA/20220307-SMPT/RwMutex-PT-r0010w2000/RF-12.smt2,2104968
QF_LIA/20220307-SMPT/RwMutex-PT-r0010w2000/RF-13.smt2,2104951
QF_LIA/20220307-SMPT/RwMutex-PT-r0010w2000/RF-08.smt2,2104821
QF_LIA/20220307-SMPT/RwMutex-PT-r0010w2000/RF-02.smt2,2104767
QF_LIA/20220307-SMPT/RwMutex-PT-r0010w2000/RF-10.smt2,2104750
QF_LIA/20220307-SMPT/RwMutex-PT-r0010w2000/RF-14.smt2,2104731
QF_LIA/20220307-SMPT/RwMutex-PT-r0010w2000/RF-00.smt2,2104630
QF_LIA/20220307-SMPT/RwMutex-PT-r0010w2000/RF-11.smt2,2104618
QF_LIA/20220307-SMPT/RwMutex-PT-r0010w2000/RC-10.smt2,2104523
QF_LIA/20220307-SMPT/RwMutex-PT-r0010w2000/RC-00.smt2,2104518
QF_LIA/20220307-SMPT/RwMutex-PT-r0010w2000/RC-06.smt2,2104514
QF_LIA/20220307-SMPT/RwMutex-PT-r0010w2000/RC-02.smt2,2104509
QF_LIA/20220307-SMPT/RwMutex-PT-r0010w2000/RC-04.smt2,2104503
QF_LIA/20220307-SMPT/RwMutex-PT-r0010w2000/RC-01.smt2,2104494
QF_LIA/20220307-SMPT/RwMutex-PT-r0010w2000/RC-13.smt2,2104490
QF_LIA/20220307-SMPT/RwMutex-PT-r0010w2000/RC-03.smt2,2104486
QF_LIA/20220307-SMPT/RwMutex-PT-r0010w2000/RC-11.smt2,2104457
QF_LIA/20231117-c_inference/60_60_46_15_sat.smt2,2100829
QF_LIA/arctic-matrix/constraint-2580015.smt2,2091180
QF_LIA/arctic-matrix/constraint-2407640.smt2,2031559
QF_LIA/RWS/Example_20.txt.smt2,2010316
QF_LIA/20210219-Dartagnan/ReachSafety-Loops/apache-get-tag.i.p+lhb-reducer-O0.smt2,1985218
QF_LIA/pb2010/normalized-j9028_2-unsat.smt2,1983915
QF_LIA/20231117-c_inference/80_80_27_16_sat.smt2,1948964
QF_LIA/pb2010/normalized-j9015_10-unsat.smt2,1943370
QF_LIA/20231117-c_inference/80_80_27_7_sat.smt2,1928464
QF_LIA/20231117-c_inference/80_80_27_17_sat.smt2,1926609
QF_LIA/20210219-Dartagnan/ReachSafety-Loops/NetBSD_loop-O0.smt2,1900169
QF_LIA/20231117-c_inference/60_60_90_20_sat.smt2,1881831
QF_LIA/20231117-c_inference/60_60_90_13_sat.smt2,1833815
QF_LIA/20210219-Dartagnan/ReachSafety-Loops/Mono5_1-O0.smt2,1821510
QF_LIA/tropical-matrix/constraint-2186643.smt2,1800531
QF_LIA/20231117-c_inference/60_60_90_17_sat.smt2,1780099
QF_LIA/pb2010/normalized-j9012_2-unsat.smt2,1769095
QF_LIA/20231117-c_inference/100_100_20_16_sat.smt2,1733970
QF_LIA/20210219-Dartagnan/ReachSafety-Loops/for_infinite_loop_1-O0.smt2,1727569
QF_LIA/tropical-matrix/constraint-2061672.smt2,1727348
QF_LIA/pb2010/normalized-j6030_9-unsat.smt2,1720531
QF_LIA/20231117-c_inference/100_100_20_12_sat.smt2,1691792
QF_LIA/2019-cmodelsdiff/stillLive/0003-still_live-8-1.smt2,1683904
QF_LIA/tropical-matrix/constraint-2085483.smt2,1667720
QF_LIA/pb2010/normalized-j3029_6-sat.smt2,1637305
QF_LIA/20231117-c_inference/100_100_20_1_sat.smt2,1636928
QF_LIA/nec-smt/large/getoption_directories/prp-4-113.smt2,1616632
QF_LIA/nec-smt/large/getoption_directories/prp-2-113.smt2,1616585
QF_LIA/nec-smt/large/getoption_directories/prp-3-113.smt2,1616501
QF_LIA/pb2010/normalized-j3025_1-sat.smt2,1614933
QF_LIA/tropical-matrix/constraint-1908553.smt2,1598207
QF_LIA/nec-smt/large/getoption_directories/prp-2-112.smt2,1597037
QF_LIA/nec-smt/large/getoption_directories/prp-3-112.smt2,1596953
QF_LIA/nec-smt/large/getoption_directories/prp-1-112.smt2,1596720
QF_LIA/nec-smt/large/getoption_directories/prp-4-111.smt2,1577536
QF_LIA/nec-smt/large/getoption_directories/prp-2-111.smt2,1577489
QF_LIA/nec-smt/large/getoption_directories/prp-3-111.smt2,1577405
QF_LIA/nec-smt/large/getoption_directories/prp-0-111.smt2,1577387
QF_LIA/nec-smt/large/getoption_directories/prp-4-110.smt2,1557988
QF_LIA/nec-smt/large/getoption_directories/prp-0-110.smt2,1557839
QF_LIA/nec-smt/large/getoption_directories/prp-1-110.smt2,1557626
QF_LIA/20210219-Dartagnan/ConcurrencySafety-Main/stack-2-O0.smt2,1542821
QF_LIA/tropical-matrix/constraint-1915015.smt2,1532647
QF_LIA/2019-ezsmt/travellingSalesperson/SCC/rand_80_340_1159656267_16.lp.smt2,1500725
QF_LIA/2019-ezsmt/travellingSalesperson/SCC/rand_80_340_1159656267_0.lp.smt2,1498499
QF_LIA/2019-ezsmt/travellingSalesperson/SCC/rand_80_340_1159656267_15.lp.smt2,1496834
QF_LIA/2019-ezsmt/travellingSalesperson/SCC/rand_80_340_1159656267_17.lp.smt2,1496490
QF_LIA/2019-ezsmt/travellingSalesperson/SCC/rand_80_340_1159656267_11.lp.smt2,1495950
QF_LIA/2019-ezsmt/incrementalScheduling/359-incremental_scheduling-75000-0.smt2,1493089
QF_LIA/2019-ezsmt/incrementalScheduling/383-incremental_scheduling-75000-0.smt2,1482035
QF_LIA/pb2010/normalized-j907_8-unsat.smt2,1478932
QF_LIA/20231117-c_inference/70_70_68_13_sat.smt2,1475117
QF_LIA/2019-cmodelsdiff/boundsmodels/dp_12.formula1-i-O2-b14.smo2.smt2,1460622
QF_LIA/arctic-matrix/constraint-1765766.smt2,1456112
QF_LIA/20210219-Dartagnan/ConcurrencySafety-Main/45_monabsex1_vs-O0.smt2,1451303
QF_LIA/tropical-matrix/constraint-1791895.smt2,1433003
QF_LIA/20231117-c_inference/70_70_80_2_unsat.smt2,1431758
QF_LIA/pb2010/normalized-j3029_8-unsat.smt2,1400790
QF_LIA/pb2010/normalized-j3037_5-sat.smt2,1375018
QF_LIA/pb2010/normalized-j3041_4-unsat.smt2,1371733
QF_LIA/20220307-SMPT/BART-PT-060/RF-15.smt2,1355759
QF_LIA/20220307-SMPT/BART-PT-060/RF-05.smt2,1355586
QF_LIA/20220307-SMPT/BART-PT-060/RF-01.smt2,1355453
QF_LIA/20220307-SMPT/BART-PT-060/RF-10.smt2,1355387
QF_LIA/20220307-SMPT/BART-PT-060/RF-02.smt2,1355251
QF_LIA/20220307-SMPT/BART-PT-060/RF-08.smt2,1355157
QF_LIA/20220307-SMPT/BART-PT-060/RF-07.smt2,1355110
QF_LIA/20220307-SMPT/BART-PT-060/RC-03.smt2,1355035
QF_LIA/20220307-SMPT/BART-PT-060/RC-06.smt2,1355007
QF_LIA/20220307-SMPT/BART-PT-060/RC-04.smt2,1355002
QF_LIA/20220307-SMPT/BART-PT-060/RF-03.smt2,1354977
QF_LIA/20220307-SMPT/BART-PT-060/RF-13.smt2,1354976
QF_LIA/20220307-SMPT/BART-PT-060/RC-02.smt2,1354957
QF_LIA/20220307-SMPT/BART-PT-060/RF-09.smt2,1354955
QF_LIA/20220307-SMPT/BART-PT-060/RF-11.smt2,1354955
QF_LIA/20220307-SMPT/BART-PT-060/RC-01.smt2,1354889
QF_LIA/20220307-SMPT/BART-PT-060/RC-05.smt2,1354877
QF_LIA/20220307-SMPT/BART-PT-060/RC-15.smt2,1354874
QF_LIA/20231117-c_inference/70_70_68_7_sat.smt2,1340972
QF_LIA/20231117-c_inference/60_60_8_2_sat.smt2,1339606
QF_LIA/20210219-Dartagnan/ReachSafety-Loops/bhmr2007-O0.smt2,1336647
QF_LIA/2019-ezsmt/travellingSalesperson/SCC/rand_70_300_1155482584_3.lp.smt2,1330192
QF_LIA/2019-ezsmt/travellingSalesperson/SCC/tsp_rand_70_300_1155482584_8.lp.smt2,1330019
QF_LIA/2019-ezsmt/travellingSalesperson/SCC/tsp_rand_70_300_1155482584_12.lp.smt2,1327605
QF_LIA/2019-ezsmt/travellingSalesperson/SCC/rand_70_300_1155482584_14.lp.smt2,1327512
QF_LIA/2019-ezsmt/travellingSalesperson/SCC/rand_70_300_1155482584_12.lp.smt2,1327439
QF_LIA/arctic-matrix/constraint-1648145.smt2,1321338
QF_LIA/2019-ezsmt/travellingSalesperson/SCC/rand_70_300_1155482584_4.lp.smt2,1320990
QF_LIA/2019-ezsmt/travellingSalesperson/SCC/rand_70_300_1155482584_0.lp.smt2,1320807
QF_LIA/2019-ezsmt/travellingSalesperson/SCC/tsp_rand_70_300_1155482584_0.lp.smt2,1320805
QF_LIA/2019-ezsmt/travellingSalesperson/SCC/tsp_rand_70_300_1155482584_7.lp.smt2,1320067
QF_LIA/2019-ezsmt/travellingSalesperson/SCC/rand_70_300_1155482584_7.lp.smt2,1320021
QF_LIA/arctic-matrix/constraint-1657774.smt2,1319649
QF_LIA/2019-ezsmt/travellingSalesperson/SCC/tsp_rand_70_300_1155482584_5.lp.smt2,1319343
QF_LIA/tropical-matrix/constraint-1635444.smt2,1301848
QF_LIA/arctic-matrix/constraint-1576874.smt2,1299630
QF_LIA/arctic-matrix/constraint-1545063.smt2,1290705
QF_LIA/20210219-Dartagnan/ReachSafety-Loops/SpamAssassin-loop-O0.smt2,1269639
QF_LIA/Averest/parallel_prefix_sum/ParallelPrefixSum_safe_blmc007.smt2,1268819
QF_LIA/arctic-matrix/constraint-1546761.smt2,1238177
QF_LIA/20220307-SMPT/RwMutex-PT-r1000w0010/RF-12.smt2,1182221
QF_LIA/20220307-SMPT/RwMutex-PT-r1000w0010/RF-02.smt2,1182151
QF_LIA/20220307-SMPT/RwMutex-PT-r1000w0010/RF-11.smt2,1182148
QF_LIA/20220307-SMPT/RwMutex-PT-r1000w0010/RF-03.smt2,1182110
QF_LIA/20220307-SMPT/RwMutex-PT-r1000w0010/RF-15.smt2,1182096
QF_LIA/20220307-SMPT/RwMutex-PT-r1000w0010/RF-00.smt2,1182028
QF_LIA/20220307-SMPT/RwMutex-PT-r1000w0010/RF-06.smt2,1182027
QF_LIA/20220307-SMPT/RwMutex-PT-r1000w0010/RF-05.smt2,1182024
QF_LIA/20220307-SMPT/RwMutex-PT-r1000w0010/RC-13.smt2,1181998
QF_LIA/20220307-SMPT/RwMutex-PT-r1000w0010/RC-01.smt2,1181993
QF_LIA/20220307-SMPT/RwMutex-PT-r1000w0010/RC-03.smt2,1181992
QF_LIA/20220307-SMPT/RwMutex-PT-r1000w0010/RC-12.smt2,1181991
QF_LIA/20220307-SMPT/RwMutex-PT-r1000w0010/RC-10.smt2,1181980
QF_LIA/20220307-SMPT/RwMutex-PT-r1000w0010/RF-09.smt2,1181976
QF_LIA/20220307-SMPT/RwMutex-PT-r1000w0010/RF-07.smt2,1181967
QF_LIA/20220307-SMPT/RwMutex-PT-r1000w0010/RF-10.smt2,1181960
QF_LIA/20220307-SMPT/RwMutex-PT-r1000w0010/RC-11.smt2,1181957
